,Text,depressive,sentiment,thai_text
2431,no more i will drive the car.,0,2,ฉันจะไม่ขับรถอีกต่อไป
2432,why am i alone to be picked out i have worked hard in the matter of gift giving to outsiders.,0,1,ทำไมฉันถึงถูกเลือกออก ฉันทำงานอย่างหนักในเรื่องของการให้ของขวัญแก่บุคคลภายนอก
2433,NAME was into the absolute impression I needed it for self defense.,0,2,NAME เป็นความประทับใจอย่างยิ่งที่ฉันต้องการเพื่อป้องกันตัว
2434,her grub i cannot eat.,0,2,ด้วงของเธอฉันกินไม่ได้
2435,i bought your sister presents.,0,2,ฉันซื้อของขวัญให้พี่สาวคุณ
2436,if i had done this a long time ago it would have saved a lot of pain.,1,1,ถ้าฉันทำสิ่งนี้เมื่อนานมาแล้ว มันจะช่วยรักษาความเจ็บปวดได้มาก
2437,"Such voluntary death must give us peace, if not happiness.",1,1,การตายโดยสมัครใจเช่นนี้จะต้องให้ความสงบแก่เราหากไม่ใช่ความสุข
2438,He helped bring me to you and keep me faced toward you when I felt like giving up.,0,2,เขาช่วยพาฉันมาหาคุณและทำให้ฉันหันหน้าเข้าหาคุณเมื่อฉันรู้สึกอยากยอมแพ้
2439,I ame very good at faking hapiness.,1,2,ฉันเก่งมากในการเสแสร้งมีความสุข
2440,The upcoming elections are not a solution - our two party system is a failure of democracy.,1,1,การเลือกตั้งที่จะเกิดขึ้นไม่ใช่ทางออก ระบบสองพรรคคือความล้มเหลวของระบอบประชาธิปไตย
2441,my loss of life is meaningless.,1,2,การสูญเสียชีวิตของฉันไม่มีความหมาย
2442,"THE MORE YOU TRY TO FORGET ME, THE MORE HAPPY MY SOUL WILL WILL BE.",0,2,ยิ่งคุณพยายามลืมฉันมากเท่าไหร่ จิตวิญญาณของฉันก็จะยิ่งมีความสุขมากขึ้นเท่านั้น
2443,"she was so close to home, why was she there?",0,2,เธออยู่ใกล้บ้านมาก ทำไมเธอถึงอยู่ที่นั่น?
2444,Yours sincerely,0,0,ขอแสดงความนับถือ
2445,Take care now.,0,2,ดูแลตอนนี้
2446,i feel pricks of stinging begin to pinch my eyes as cheeks begin to burn.,1,2,ฉันรู้สึกว่าทิ่มแทงตาของฉันขณะที่แก้มเริ่มไหม้
2447,Officers like Yardley who do this job with laziness and negligence.,0,1,เจ้าหน้าที่อย่าง Yardley ที่ทำงานนี้ด้วยความเกียจคร้านและประมาทเลินเล่อ
2448,Be safe.,0,2,ปลอดภัย.
2449,there is only one answer suicide.,1,1,การฆ่าตัวตายมีคำตอบเดียวเท่านั้น
2450,but the reichsmarschall of greater germany cannot allow himself to be hanged.,0,2,แต่ Reichsmarschall ของเยอรมนีไม่สามารถปล่อยให้ตัวเองถูกแขวนคอได้
2451,i call on you to quit exciting your children when all they are doing is going to a quiet rest.,1,2,ฉันเรียกร้องให้คุณเลิกตื่นเต้นกับลูก ๆ ของคุณเมื่อพวกเขากำลังทำสิ่งที่กำลังทำอยู่เพื่อพักผ่อนอย่างเงียบสงบ
2452,it merely confirms verbal information i had been given a few days earlier.,0,2,มันเป็นเพียงการยืนยันข้อมูลทางวาจาที่ฉันได้รับเมื่อไม่กี่วันก่อนหน้านี้
2453,i will sir and would any man believe i went home with a lighter heart at having found a model for the hair of the kneeling figure in alfred this is as good as anything i remember of wilkie in my early days.,0,2,ฉันจะเป็นเซอร์และใครจะเชื่อว่าฉันกลับบ้านด้วยหัวใจที่เบาบางเมื่อได้พบแบบจำลองทรงผมของร่างคุกเข่าในอัลเฟรด ซึ่งดีพอๆ กับสิ่งที่ฉันจำได้เกี่ยวกับวิลกี้ในวันแรกๆ ของฉัน
2454,"i married the wrong nag-nag-nag and i lost my life.""",0,1,ฉันแต่งงานกับนากนากผิดและฉันก็สูญเสียชีวิตของฉันไป”
2455,napoleon had no such scruples and i fear the glitter of his genius rather dazzled me but had i been encouraged nothing but good would have come from me because when encouraged i paid everybody.,1,1,นโปเลียนไม่มีความละอายแก่ใจ และฉันกลัวว่าความอัจฉริยะของเขาจะทำให้ฉันตื่นตา แต่ถ้าฉันได้รับการส่งเสริม ไม่มีอะไรนอกจากความดีที่จะมาจากฉัน เพราะเมื่อได้รับการส่งเสริม ฉันจ่ายเงินให้ทุกคน
2456,"And again, it was me.",0,1,และอีกครั้งก็คือฉันเอง
2457,It's happening again?!?,0,2,มันเกิดขึ้นอีกแล้ว?!?
2458,Yesterday I joind the SIT.,0,2,เมื่อวานฉันเข้าร่วม SIT
2459,"I got a few small things done, so the day was productive.",0,2,ฉันทำสิ่งเล็กๆ น้อยๆ เสร็จ ดังนั้นวันนี้จึงมีประสิทธิผล
2460,Please save this letter and repost it if gets deleted.,0,0,โปรดบันทึกจดหมายนี้และโพสต์ใหม่หากถูกลบ
2461,to any good christian to whom this may come.,0,2,ต่อคริสเตียนที่ดีซึ่งสิ่งนี้อาจมาถึง
2462,"Also, thought this time, I was working - T.V.",0,1,อีกอย่าง คิดว่าช่วงนี้ทำงาน - ทีวี
2463,I knew the risk of this happening and believe taking myself out of the game is the best way to move everyone as quickly as possible past all events.,1,1,ฉันรู้ถึงความเสี่ยงของเหตุการณ์นี้และเชื่อว่าการพาตัวเองออกจากเกมเป็นวิธีที่ดีที่สุดที่จะทำให้ทุกคนผ่านพ้นเหตุการณ์ทั้งหมดไปได้โดยเร็วที่สุด
2464,"as i did not consider that i could take responsibility, during the years of struggle, of contracting a marriage, i have now decided, before the closing of my earthly career, to take as my wife that girl who, after many years of faithful friendship, entered, of her own free will, the practically besieged town in order to share her destiny with me.",0,2,เนื่องจากฉันไม่คิดว่าฉันจะรับผิดชอบในช่วงหลายปีแห่งการต่อสู้ดิ้นรนในการทำสัญญาแต่งงานได้ ตอนนี้ฉันได้ตัดสินใจก่อนที่จะปิดอาชีพทางโลกของฉันที่จะรับผู้หญิงคนนั้นมาเป็นภรรยาของฉัน ซึ่งหลังจากหลายปีของมิตรภาพที่ซื่อสัตย์ เข้าไปในเมืองที่ถูกปิดล้อมด้วยเจตจำนงเสรีของเธอเองเพื่อแบ่งปันชะตากรรมของเธอกับฉัน
2465,"papa i am now going to heaven, goodbye my family i love you so much.",0,2,พ่อไปสวรรค์แล้ว ลาก่อนครอบครัว รักพ่อมาก
2466,"you are the best, you always have been.",0,0,คุณดีที่สุด คุณเป็นมาตลอด
2467,i am a regular customer of your bank and i have taken loan for farming but since last 3 years there has been no rain hence i am totally in loss and debt.,1,2,ฉันเป็นลูกค้าประจำของธนาคารของคุณและฉันได้กู้เงินเพื่อทำการเกษตร แต่ตั้งแต่ 3 ปีที่ผ่านมา ฝนไม่ตก ฉันจึงขาดทุนและเป็นหนี้โดยสิ้นเชิง
2468,A house where the love of music with any sort of a beat was literally beaten out of me.,1,2,บ้านที่ความรักในเสียงดนตรีที่มีจังหวะทุกประเภทถูกทุบตีจากฉันอย่างแท้จริง
2469,"Our economy is a house of cards, as hollow and fragile as our reputation around the world.",1,1,เศรษฐกิจของเราเป็นเหมือนบ้านของไพ่ กลวงและเปราะบางพอๆ กับชื่อเสียงของเราทั่วโลก
2470,I belong to a middle class family & could not afford this much fees.,1,2,ฉันอยู่ในครอบครัวชนชั้นกลาง & ไม่สามารถจ่ายค่าธรรมเนียมได้มากขนาดนี้
2471,a minister scrawled this note before hanging himself in his church.,0,2,รัฐมนตรีคนหนึ่งเขียนข้อความนี้ก่อนที่จะแขวนคอตัวเองในโบสถ์
2472,i have repeatedly said that i am not going to resign as state treasurer.,1,2,ฉันพูดซ้ำแล้วซ้ำอีกว่าฉันจะไม่ลาออกจากการเป็นเหรัญญิกของรัฐ
2473,"please understand that when people compare us, i vomit on the inside.",0,2,โปรดเข้าใจว่าเวลามีคนเปรียบเทียบเรา ฉันอาเจียนอยู่ข้างใน
2474,It's been a while since no one tied ropes and chains to my body.,0,2,นานมาแล้วที่ไม่มีใครเอาเชือกและโซ่ล่ามร่างกายของฉัน
2475,At this point I am duty bound to be honest.,0,0,ณ จุดนี้ฉันมีหน้าที่ต้องซื่อสัตย์
2476,i just like to thank dad jim jones cause he was the only one to stand up for me when i need him.,0,0,ฉันอยากจะขอบคุณพ่อจิม โจนส์ เพราะเขาเป็นคนเดียวที่ยืนหยัดเพื่อฉันเมื่อฉันต้องการเขา
2477,enclosed find a [$150] donation towards the [suicide assistance] hotline.,1,2,พบการบริจาค [$150] ต่อสายด่วน [การช่วยเหลือการฆ่าตัวตาย]
2478,dearest dear unfortunately this is the only way to make good the frightful wrong i have done you and to wipe out my abject humiliation.,0,2,ที่รัก น่าเสียดายที่นี่คือวิธีเดียวที่จะแก้ไขความผิดอันน่าสะพรึงกลัวที่ฉันได้ทำกับคุณ และเพื่อลบล้างความอัปยศอดสูของฉัน
2479,I begen dating (REMOVED).,0,2,ฉันเริ่มออกเดท (ลบแล้ว)
2480,caylee marie never had a chance to grow.,0,2,เคย์ลี มารีไม่เคยมีโอกาสเติบโตเลย
2481,we have the means to afford the best doctors hospitals and aroundtheclock home care to the end of our days but neither of us wants that kind of life.,1,1,เรามีหนทางที่จะซื้อหาหมอในโรงพยาบาลที่ดีที่สุดและดูแลที่บ้านได้ตลอด 24 ชั่วโมงจนถึงวันสุดท้ายของเรา แต่เราไม่มีใครต้องการชีวิตแบบนั้น
2482,when saturday at nine.,0,2,เมื่อวันเสาร์ที่เก้า
2483,I wish there was a gentle way of saying this.,0,1,ฉันหวังว่าจะมีวิธีพูดที่นุ่มนวล
2484,"it is something i have to do and i'd appreciate if you could do that for me, if possible!",1,0,มันเป็นสิ่งที่ฉันต้องทำและฉันจะขอบคุณถ้าคุณทำเพื่อฉัน ถ้าเป็นไปได้!
2485,Hopefully this will help other soldiers.,0,0,หวังว่านี่จะช่วยทหารคนอื่นๆ
2486,"thank you for being a positive influence on my life, and making it a little better.",1,0,ขอบคุณที่มีอิทธิพลในทางบวกต่อชีวิตของฉัน และทำให้มันดีขึ้นเล็กน้อย
2487,you never even met my sister.,0,2,คุณไม่เคยแม้แต่จะพบกับน้องสาวของฉัน
2488,my head is horrible.,1,1,หัวของฉันแย่มาก
2489,Dramatically anymore.,0,2,ดราม่าอีกต่อไป.
2490,I have let everyone down and I feel as though I will never change or never improve.,1,1,ฉันทำให้ทุกคนผิดหวังและฉันรู้สึกราวกับว่าฉันจะไม่มีวันเปลี่ยนแปลงหรือไม่มีวันปรับปรุง
2491,My Daughter's Birth month is at.,0,0,ลูกสาวของฉันเกิดเดือนที่
2492,i adore you.,0,0,ฉันชื่นชอบคุณ.
2493,further that rational suicide makes possible a truly ideal closing of ones life span.,1,2,ยิ่งไปกว่านั้นการฆ่าตัวตายอย่างมีเหตุผลทำให้การปิดฉากชีวิตในอุดมคติเป็นไปได้อย่างแท้จริง
2494,"A house full of hatred and intolerance, run by two people who were experts at appearing kind and warm when others were around.",1,1,บ้านที่เต็มไปด้วยความเกลียดชังและการไม่ยอมรับ ดำเนินการโดยคนสองคนที่เชี่ยวชาญในการดูใจดีและอบอุ่นเมื่อมีคนอยู่รอบๆ
2495,though living is no newer.,1,2,แม้ว่าชีวิตจะไม่ใหม่กว่า
2496,i mean i have never done anything wrong.,1,2,ฉันหมายความว่าฉันไม่เคยทำอะไรผิด
2497,And I know Megan had CPS coming here at the back she wrote alot of stuff down and said that she would be back on the 3rd of Jan to check on the girls and if they werent done for what she wrote down then I could lose the girls.,1,1,และฉันรู้ว่าเมแกนให้ CPS มาที่นี่ที่ด้านหลัง เธอเขียนอะไรมากมายและบอกว่าเธอจะกลับมาในวันที่ 3 มกราคมเพื่อตรวจสอบสาวๆ และถ้าพวกเขาไม่ทำตามที่เธอเขียนไว้ ฉันก็จะเสียสาวๆ ไป .
2498,as i can tell by my writing & thinking i am getting very stupid.,1,2,อย่างที่ฉันบอกได้จากการเขียนและคิดว่าฉันโง่มาก
2499,i even think i should take her with me.,1,2,ฉันคิดว่าฉันควรจะพาเธอไปด้วย
2500,From myself.,0,2,จากตัวฉันเอง
2501,maybe yet i will find it maybe sweet music.,0,0,บางทีฉันอาจจะยังพบว่ามันอาจจะเป็นเพลงที่ไพเราะ
2502,"cynthia marie, you have always deserved more & with me being gone you will.",0,2,ซินเทีย มารี คุณสมควรได้รับมากกว่านี้เสมอ และเมื่อฉันจากไป คุณจะทำอย่างนั้น
2503,he is big.,0,2,เขาตัวใหญ่.
2504,"to be a froming hamoner which was witnessed by neighbours and my house was broken into twice in the same week, the police took statements from me and that was it, I told them who it was the same person who had told my daughter the if she was not here that he would kill me where he seen me.",0,2,เพื่อนบ้านเห็นและบ้านของฉันพังสองครั้งในสัปดาห์เดียวกัน ตำรวจรับคำให้การจากฉัน แค่นั้น ฉันบอกพวกเขาว่าใครเป็นคนๆ เดียวกับที่บอกลูกสาวฉันว่าถ้าเธอ เขาไม่ได้มาที่นี่เพื่อจะฆ่าฉันในที่ที่เขาเห็นฉัน
2505,Here I am my place of death.,1,1,ที่นี่ฉันเป็นสถานที่แห่งความตายของฉัน
2506,whoever finds it gets the fucking thing.,0,2,ใครเจอก็ซวยไป
2507,we have got plenty money to give me a decent burial.,0,2,เรามีเงินมากมายที่จะทำการฝังศพฉันอย่างเหมาะสม
2508,"Above all NAME, I am sorry for letting you down and not continuing the fight.",1,1,เหนือสิ่งอื่นใด NAME ฉันขอโทษที่ทำให้คุณผิดหวังและไม่สู้ต่อไป
2509,Then minute after minute watch your steps closely.,0,2,จากนั้นนาทีแล้วนาทีเล่าดูขั้นตอนของคุณอย่างใกล้ชิด
2510,Why am I having hard times.,1,1,ทำไมฉันถึงมีช่วงเวลาที่ยากลำบาก
2511,"Which is too bad, because I was still fighting.",0,2,ซึ่งแย่มากเพราะฉันยังต่อสู้อยู่
2512,the life of this world is just a game and an accumulation of possessions and children.,0,2,ชีวิตในโลกนี้เป็นเพียงเกมและการสะสมทรัพย์สินและลูกหลาน
2513,"Among them many who are prominent in the national esteem, such clemenoy spould be denied?",0,1,ในหมู่พวกเขาหลายคนที่มีความโดดเด่นในเรื่องความนับถือชาติ ความฉลาดหลักแหลมเช่นนี้จะถูกปฏิเสธหรือไม่?
2514,I knew that already and It didn't work.,0,2,ฉันรู้แล้วและมันก็ไม่ได้ผล
2515,"my mom started taking me to a therapist, but would only take me to christian therapists, (who were all very biased) so i never actually got the therapy i needed to cure me of my depression.",1,2,แม่ของฉันเริ่มพาฉันไปหานักบำบัด แต่จะพาฉันไปหานักบำบัดที่เป็นคริสเตียนเท่านั้น (ซึ่งทุกคนมีอคติมาก) ดังนั้นฉันจึงไม่เคยได้รับการบำบัดที่จำเป็นเพื่อรักษาอาการซึมเศร้า
2516,hi NAME and NAME).,0,2,สวัสดี NAME และ NAME)
2517,"Then you can say, ""man, I was silly to think that,"" or in my case, ""man, I was depressed.",1,1,"จากนั้นคุณสามารถพูดว่า ""ผู้ชาย ฉันโง่ที่คิดแบบนั้น"" หรือในกรณีของฉัน ""ผู้ชาย ฉันเป็นโรคซึมเศร้า"
2518,i must end it.,0,2,ฉันต้องจบมัน
2519,"And now, face to face with the greatest mystery known to man, knowning that no concealment or untruth can initigate my end.",0,2,และตอนนี้ เผชิญหน้ากับความลึกลับที่ยิ่งใหญ่ที่สุดที่มนุษย์รู้จัก โดยรู้ว่าไม่มีการปกปิดหรือความจริงใด ๆ ที่สามารถเริ่มต้นจุดจบของฉันได้
2520,This man and another man is responsible for selling the heroin to a (REMOVED) high school yeacher (REMOVED) that took his life.,1,1,ชายคนนี้และชายอีกคนหนึ่งมีหน้าที่ขายเฮโรอีนให้กับครูมัธยมปลาย (ลบแล้ว) ที่คร่าชีวิตเขา
2521,caylee marie i miss her.,0,1,เคย์ลี มารี ฉันคิดถึงเธอ
2522,i could not make phone calls.,1,2,ฉันไม่สามารถโทรออกได้
2523,do not forget me when i come crying to heaven's door.,1,2,อย่าลืมฉันเมื่อฉันมาร้องไห้ถึงประตูสวรรค์
2524,"I recognize the irony of killing myself to prevent myself from killing someone else, but this decision should indicate what I'm capable of.",1,1,ฉันรู้ว่าการฆ่าตัวตายเป็นเรื่องประชดประชันเพื่อป้องกันไม่ให้ตัวเองไปฆ่าคนอื่น แต่การตัดสินใจนี้ควรบ่งชี้ว่าฉันสามารถทำอะไรได้บ้าง
2525,Both of you - closet case bi-sexuals.,0,2,คุณทั้งคู่ - ตู้เสื้อผ้าของกะเทย
2526,i may end my life in such a way that it appears to be death from illness.,1,0,ฉันอาจจบชีวิตในลักษณะที่ดูเหมือนเป็นการตายเพราะโรคภัยไข้เจ็บ
2527,without you life is unbearable.,1,0,หากไม่มีคุณชีวิตก็เหลือทน
2528,"Most of the stuff you will hear Is true except the child porn, I WoulD never Do that, Use the pics with me anD (omit) for the funeral, that was the only time In my life where I was truly HAPPY.",0,2,เนื้อหาส่วนใหญ่ที่คุณจะได้ยินเป็นเรื่องจริง ยกเว้นภาพอนาจารของเด็ก ฉันจะไม่ทำอย่างนั้น ใช้รูปกับฉันและ (ละไว้) สำหรับงานศพ นั่นเป็นครั้งเดียวในชีวิตของฉันที่ฉันมีความสุขอย่างแท้จริง
2529,i am done with life i am no good i am dead.,1,1,ฉันจบแล้วกับชีวิต ฉันไม่มีอะไรดี ฉันตายแล้ว
2530,That is because I helped many come out of their depression and make a comeback.,0,0,นั่นเป็นเพราะฉันช่วยให้หลายคนออกจากภาวะซึมเศร้าและกลับมาได้
2531,I'm at peace now.,1,2,ตอนนี้ฉันสงบแล้ว
2532,annette found out.,0,2,แอนเน็ตต์ค้นพบ
2533,people are just too stupid.,1,1,ผู้คนโง่เกินไป
2534,NAME I never wanted anything from you but due to your abnormal sexuality you thought you think I need sex from you its wrong.,0,1,NAME ฉันไม่เคยต้องการอะไรจากคุณ แต่เนื่องจากเรื่องเพศที่ผิดปกติของคุณ คุณคิดว่าฉันต้องการเซ็กส์จากคุณ มันผิด
2535,"Hence It was established before the Governor's Commissioner by the testimony of Dr. Kinmouth, Dr. Woolman, Miss Jackson, Miss Waddell, and others, that my wife purchased morphine frequently and that that she foolishly used it to quiet neuralgic pain.",0,2,"ด้วยเหตุนี้ คำให้การของ Dr. Kinmouth, Dr. Woolman, Miss Jackson, Miss Waddell และคนอื่นๆ จึงมีขึ้นต่อหน้าคณะกรรมาธิการของผู้ว่าการรัฐ โดยคำให้การของ Dr. Kinmouth, Dr. Woolman, Miss Jackson, Miss Waddell และคนอื่นๆ ว่าภรรยาของผมซื้อมอร์ฟีนบ่อยๆ และเธอใช้มันอย่างโง่ๆ"
2536,She just stopped.,0,1,เธอเพียงแค่หยุด
2537,i am tired of this life so am going over to see the other side.,1,1,ฉันเบื่อชีวิตนี้แล้ว ฉันจะไปเห็นอีกด้าน
2538,furniture to george plus 1371 owe him.,0,2,เฟอร์นิเจอร์ของจอร์จ พลัส 1371 เป็นหนี้เขา
2539,i sent the duke wordsworth dear freds and marys heads to miss barrett to protect.,0,2,ฉันส่งดยุคเวิร์ดเวิร์ธเพื่อนรักและหัวของแมรี่ไปหามิสแบร์เร็ตต์เพื่อปกป้อง
2540,But I can't alone.,0,2,แต่ฉันไม่สามารถคนเดียว
2541,Dear Mom & Dad,0,0,เรียนคุณแม่และคุณพ่อ
2542,"You don't really know that for a while, until you're older.",0,2,คุณไม่รู้จริงๆ สักระยะหนึ่ง จนกว่าคุณจะอายุมากขึ้น
2543,letter to whosoever finds it dr. paul kammerer begs not to be brought home in order that his family be spared the sight.,0,2,จดหมายถึงใครก็ตามที่พบมันดร. พอล แคมเมอเรอร์ขอร้องไม่ให้พากลับบ้าน เพื่อไม่ให้ครอบครัวของเขาคลาดสายตา
2544,God is great & he does justice at the end.,0,0,พระเจ้ายิ่งใหญ่และพระองค์ทรงยุติธรรมในตอนท้าย
2545,Love is anti-entropy.,0,0,ความรักคือการต่อต้านเอนโทรปี
2546,because of NAME n NAME.,0,1,เพราะ NAME n NAME
2547,They can hurt and ruin anyone for their own purposse.,0,1,พวกเขาสามารถทำร้ายและทำลายทุกคนเพื่อจุดประสงค์ของพวกเขาเอง
2548,You were the cutest little guy I had ever seen and I know you will do something great with your life.,0,0,คุณเป็นผู้ชายตัวเล็กที่น่ารักที่สุดเท่าที่ฉันเคยเห็นมา และฉันรู้ว่าคุณจะทำอะไรดีๆ กับชีวิตของคุณ
2549,needs a tuneup.,0,2,ต้องการการปรับแต่ง
2550,have been and still am connected with fraternal and other organizations.,1,2,ได้รับและยังคงเชื่อมต่อกับภราดรภาพและองค์กรอื่น ๆ
2551,to no-one and everyone:,1,2,ไม่มีใครและทุกคน:
2552,Only what you love brings hapiness and that is the ony thing you can excel in and I mean the real excel not the stupid 'excel' that the world think is success more and fame.,0,2,สิ่งที่คุณรักเท่านั้นที่จะนำมาซึ่งความสุข และนั่นคือสิ่งเดียวที่คุณจะเก่งได้ และฉันหมายถึงเก่งจริง ๆ ไม่ใช่ 'เก่ง' โง่ ๆ ที่โลกคิดว่าประสบความสำเร็จมากกว่าและมีชื่อเสียง
2553,To all my friend and family,0,0,ถึงเพื่อนและครอบครัวของฉันทุกคน
2554,"""no more games.",0,1,"""ไม่มีเกมอีกต่อไป"
2555,"I am making this statement to the public because I wish to call attention to some of the salient features of Constockism, in the hope that the public may be led to put down this growing menace to the liberties of the people.",0,2,ข้าพเจ้าออกแถลงการณ์นี้ต่อสาธารณะเพราะข้าพเจ้าต้องการเรียกร้องความสนใจต่อลักษณะเด่นบางประการของลัทธิคอนสต็อค ด้วยความหวังว่าประชาชนอาจถูกชักนำให้ยุติการคุกคามเสรีภาพของประชาชนที่เพิ่มขึ้นนี้
2556,"and why does fag have to mean anything bad, but i am gay not a fag and just a person like anyone else.",1,1,และทำไม fag ต้องแปลว่าแย่ แต่ฉันเป็นเกย์ ไม่ใช่ fag และเป็นแค่คนที่เหมือนคนอื่น
2557,I am sorry I turned out to be such a waste.,1,1,ฉันขอโทษที่ฉันกลายเป็นคนไร้ค่าเช่นนี้
2558,I often felt detached while in a room full of my favorite people; I also felt absolutely nothing during what should have been the happiest and darkest times in my life.,1,1,ฉันมักจะรู้สึกโดดเดี่ยวเมื่ออยู่ในห้องที่เต็มไปด้วยคนที่ฉันชอบ ฉันไม่รู้สึกอะไรเลยในช่วงเวลาที่ควรจะเป็นช่วงเวลาที่มีความสุขที่สุดและมืดมนที่สุดในชีวิตของฉัน
2559,"""in keeping with channel 40's policy of bringing you the latest in 'blood and guts', and in living color, you are going to see another first - attempted suicide.""",0,2,"""เพื่อให้สอดคล้องกับนโยบายของช่อง 40 ที่จะนำเสนอ 'เลือดและความกล้า' ล่าสุดแก่คุณ และด้วยสีสันที่มีชีวิต คุณจะเห็นการพยายามฆ่าตัวตายครั้งแรกอีกครั้ง"""
2560,"Then I heard voice 'Michael, Michael,' so I looked to the hallway (in the basement) and saw an older woman.",0,2,จากนั้นฉันก็ได้ยินเสียง 'ไมเคิล ไมเคิล' ฉันจึงมองไปที่โถงทางเดิน (ในห้องใต้ดิน) และเห็นผู้หญิงสูงอายุคนหนึ่ง
2561,"And the the way the current system is set up, it protects all cops whether good or bad, right or wrong, instead of punishing bad cops & holding them Accountable for their actions.",0,1,และวิธีการตั้งค่าระบบในปัจจุบัน จะปกป้องตำรวจทุกคนไม่ว่าจะดีหรือไม่ดี ถูกหรือผิด แทนที่จะลงโทษตำรวจเลวและให้พวกเขารับผิดชอบต่อการกระทำของพวกเขา
2562,dusty is here.,0,2,ฝุ่นอยู่ที่นี่
2563,there goes a siren.,0,2,มีไซเรนไป
2564,it is purely the school.,0,2,มันคือโรงเรียนล้วนๆ
2565,afraid somebody will come by now.,1,2,กลัวจะมีใครมาตอนนี้
2566,"he kept yelling ta me about why did i take the pills, why did not i do this or that.",1,2,เขาเอาแต่ตะโกนใส่ฉันว่าทำไมฉันกินยาเม็ด ทำไมฉันไม่ทำสิ่งนี้หรือสิ่งนั้น
2567,"""i am trying to watch tv but i do not know what i am watching.",0,1,“ฉันกำลังพยายามดูทีวี แต่ฉันไม่รู้ว่ากำลังดูอะไรอยู่
2568,"I have written a book of between 450 and 500 pages upon ""Marriage"" in which my teachings are set forth more fully.",0,0,"ฉันได้เขียนหนังสือที่มีเนื้อหาระหว่าง 450 ถึง 500 หน้าเกี่ยวกับ ""การแต่งงาน"" ซึ่งคำสอนของฉันมีเนื้อหาครบถ้วนมากขึ้น"
2569,"Madam,",0,2,ท่านผู้หญิง
2570,I don't have a job probably I wouldn't get one.,0,1,ฉันไม่มีงานทำ ฉันคงไม่ได้งานทำ
2571,"weakened by their remarks',",0,2,"อ่อนแอด้วยคำพูดของพวกเขา ',"
2572,If you are reading this I am no more.,0,2,หากคุณกำลังอ่านข้อความนี้อยู่ ฉันก็ไม่อยู่แล้ว
2573,i have paid my debts and no longer need to count pains i have suffered at the hands of others the misfortunes and the insults.,1,1,ฉันได้จ่ายหนี้ของฉันแล้วและไม่ต้องนับความเจ็บปวดที่ฉันได้รับจากความโชคร้ายและการดูถูกด้วยน้ำมือของผู้อื่นอีกต่อไป
2574,"Be strong, be honest, always.",0,2,จงเข้มแข็ง ซื่อสัตย์อยู่เสมอ
2575,"the longer you wait, the harder it is to transition.",1,2,ยิ่งคุณรอนานเท่าไหร่ การเปลี่ยนแปลงก็ยิ่งยากขึ้นเท่านั้น
2576,Some people are just dealt bad hands in this life.,1,2,บางคนถูกมือไม่ดีในชีวิตนี้
2577,i hope you can truly believe me.,0,0,ฉันหวังว่าคุณจะเชื่อฉันอย่างแท้จริง
2578,Everyone knows that there was no molestation by my father.,0,2,ทุกคนรู้ว่าพ่อของฉันไม่ได้ลวนลาม
2579,I can't fear to lose my family and go to jail.,0,1,ฉันไม่กลัวที่จะสูญเสียครอบครัวและติดคุก
2580,the goa trip was my birthday present but even after you cheated i still spent on you.,1,2,ทริปกัวเป็นของขวัญวันเกิดของฉัน แต่ถึงแม้คุณจะนอกใจฉันก็ยังใช้จ่ายเพื่อคุณ
2581,Sorry I could not face everything any more.,1,1,ขอโทษที่ฉันไม่สามารถเผชิญกับทุกสิ่งและอีกมากมาย
2582,i wanted to scare these people.,1,2,ฉันต้องการทำให้คนเหล่านี้ตกใจ
2583,i need justice then only my sole [soul] will rest in peace.,1,2,ฉันต้องการความยุติธรรม แล้วมีเพียง [วิญญาณ] ของฉันเท่านั้นที่จะได้พักผ่อนอย่างสงบสุข
2584,i do not.,0,1,ฉันไม่.
2585,"I wrote the above awhile ago, and I do feel like that much of the time.",0,2,ฉันเขียนข้างต้นเมื่อสักครู่ที่ผ่านมา และฉันรู้สึกเช่นนั้นตลอดเวลา
2586,jose' keeps calling.,0,2,โจเซ่ยังคงโทรหา
2587,please tell the children that i loved them always and that my love has never faltered.,0,2,โปรดบอกเด็กๆ ว่าข้าพเจ้ารักพวกเขาเสมอ และความรักของข้าพเจ้าไม่เคยเสื่อมคลาย
2588,My one and only brother came very close to understanding what I was passing through but it was too much for his young mind to comprehend.,0,2,พี่ชายคนเดียวของฉันใกล้จะเข้าใจสิ่งที่ฉันกำลังเผชิญอยู่มาก แต่มันเกินกว่าที่จิตใจวัยเยาว์ของเขาจะเข้าใจได้
2589,i was at a neighbor's house and fired a gun at my head.,0,2,ฉันอยู่ที่บ้านของเพื่อนบ้านและเอาปืนจ่อหัวฉัน
2590,at present i dislike everything including myself.,1,0,ในตอนนี้ฉันไม่ชอบทุกอย่างรวมถึงตัวฉันเองด้วย
2591,"I am sorry sorry lori, to have you lose 2 dads this way.I love you and your mom.",1,1,ฉันขอโทษ ขอโทษลอรี่ ที่ทำให้คุณต้องสูญเสียพ่อถึง 2 คนแบบนี้ ฉันรักคุณและแม่ของคุณ
2592,He is related to NAME because of certain recent developments & very close to the lady & her husband.,0,2,เขาเกี่ยวข้องกับ NAME เนื่องจากพัฒนาการล่าสุดบางอย่างและใกล้ชิดกับผู้หญิงและสามีของเธอมาก
